date,action,position,market_return,strategy_return,transaction_cost,slippage,equity,changed_position,entry_date,exit_date,holding_days,trade_return
2024-12-13,1,1,0.0042698498068114,0.0042698498068114,0.0,0.0,11410.698180526551,False,2024-12-06,,,
2024-12-16,1,1,-0.0041199914797734,-0.0041199914797734,0.0,0.0,11363.686201244516,False,2024-12-06,,,
2024-12-17,1,1,-0.0298034611535048,-0.0298034611535048,0.0,0.0,11025.009020985106,False,2024-12-06,,,
2024-12-18,0,0,-0.0003070465047961,-0.0005,0.0005,0.0,11019.496516474614,True,2024-12-06,2024-12-18,12.0,-0.03638899900044601
2024-12-19,1,1,0.0120109061557289,0.0115109061557289,0.0005,0.0,11146.340906759133,True,2024-12-19,,,
2024-12-20,0,0,0.0059882088301455,-0.0005,0.0005,0.0,11140.767736305754,True,2024-12-19,2024-12-20,1.0,0.011005150702650957
2024-12-23,0,0,0.0111150988339354,0.0,0.0,0.0,11140.767736305754,False,2024-12-19,,,
2024-12-24,1,1,6.659179477574995e-05,-0.00043340820522425006,0.0005,0.0,11135.939236156342,True,2024-12-24,,,
2024-12-26,1,1,-0.0105263777312044,-0.0105263777312044,0.0,0.0,11018.718133364822,False,2024-12-24,,,
2024-12-27,0,0,-0.0114118969897311,-0.0005,0.0005,0.0,11013.20877429814,True,2024-12-24,2024-12-27,3.0,-0.011449746106089398
2024-12-30,1,1,-0.0036378196891436,-0.0041378196891436,0.0005,0.0,10967.6381021912,True,2024-12-30,,,
2024-12-31,1,1,-0.0024571239965799,-0.0024571239965799,0.0,0.0,10940.689255424502,False,2024-12-30,,,
2025-01-02,1,1,0.012503510745669,0.012503510745669,0.0,0.0,11077.486281094729,False,2024-12-30,,,
2025-01-03,1,1,0.0057605099049664,0.0057605099049664,0.0,0.0,11141.298250539105,False,2024-12-30,,,
2025-01-06,1,1,-0.011304045433904,-0.011304045433904,0.0,0.0,11015.356508922336,False,2024-12-30,,,
2025-01-07,1,1,0.0014609060507264,0.0014609060507264,0.0,0.0,11031.44890989713,False,2024-12-30,,,
2025-01-08,1,1,-0.0152674296063698,-0.0152674296063698,0.0,0.0,10863.02704020901,False,2024-12-30,,,
2025-01-10,1,1,0.0015505849049237,0.0015505849049237,0.0,0.0,10879.871085959338,False,2024-12-30,,,
2025-01-13,1,1,0.0013759502770052,0.0013759502770052,0.0,0.0,10894.841247593844,False,2024-12-30,,,
2025-01-14,1,1,0.0181899222119736,0.0181899222119736,0.0,0.0,11093.017562399378,False,2024-12-30,,,
2025-01-15,1,1,-0.0019231018964384,-0.0019231018964384,0.0,0.0,11071.684559287904,False,2024-12-30,,,
2025-01-16,0,0,0.0100400061991927,-0.0005,0.0005,0.0,11066.14871700826,True,2024-12-30,2025-01-16,17.0,0.004806949890359569
2025-01-17,1,1,0.0091533756072252,0.0086533756072252,0.0005,0.0,11161.908258381945,True,2025-01-17,,,
2025-01-21,1,1,0.0056215383319879,0.0056215383319879,0.0,0.0,11224.655353514572,False,2025-01-17,,,
2025-01-22,1,1,0.0054579561711285,0.0054579561711285,0.0,0.0,11285.919030470079,False,2025-01-17,,,
2025-01-23,0,0,-0.0029191634446454,-0.0005,0.0005,0.0,11280.276070954844,True,2025-01-17,2025-01-23,6.0,0.019349762905090717
2025-01-24,0,0,-0.0141454583328227,0.0,0.0,0.0,11280.276070954844,False,2025-01-17,,,
2025-01-27,1,1,0.0085924197825555,0.0080924197825555,0.0005,0.0,11371.560800184126,True,2025-01-27,,,
2025-01-28,0,0,-0.0044828644654661,-0.0005,0.0005,0.0,11365.875019784035,True,2025-01-27,2025-01-28,1.0,0.0075883735726642865
2025-01-29,1,1,0.0053669791111989,0.0048669791111988995,0.0005,0.0,11421.19249608582,True,2025-01-29,,,
2025-01-30,0,0,-0.005321809023117,-0.0005,0.0005,0.0,11415.481899837778,True,2025-01-29,2025-01-30,1.0,0.004364545621643234
2025-01-31,1,1,-0.0067295527093108,-0.0072295527093107995,0.0005,0.0,11332.953071740718,True,2025-01-31,,,
2025-02-03,0,0,0.0067082652362124,-0.0005,0.0005,0.0,11327.286595204849,True,2025-01-31,2025-02-03,3.0,-0.007725937932955951
2025-02-04,0,0,0.0040545262235094,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-05,0,0,0.0034757319339304,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-06,0,0,-0.0091535120766462,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-07,0,0,0.0067911202486055,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-10,0,0,0.0007604384781254,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-11,0,0,-0.0032214850727226,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-12,0,0,0.0105575013882512,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-13,0,0,-4.907515727980982e-05,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-14,0,0,0.002935795547341,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-18,0,0,0.0023549188372289,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-19,0,0,-0.0041601435479439,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-20,0,0,-0.0171043077790874,0.0,0.0,0.0,11327.286595204849,False,2025-01-31,,,
2025-02-21,1,1,-0.0045505103440397,-0.005050510344039701,0.0005,0.0,11270.078017085865,True,2025-02-21,,,
2025-02-24,0,0,-0.0049729755576796,-0.0005,0.0005,0.0,11264.442978077323,True,2025-02-21,2025-02-24,3.0,-0.0055479850888675575
2025-02-25,1,1,0.0005046930393417,4.6930393416999864e-06,0.0005,0.0,11264.495842551381,True,2025-02-25,,,
2025-02-26,0,0,-0.0159619111900132,-0.0005,0.0005,0.0,11258.863594630106,True,2025-02-25,2025-02-26,1.0,-0.0004953093071778936
2025-02-27,0,0,0.0156055966610777,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-02-28,0,0,-0.0175199776663043,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-03,0,0,-0.0118367616486667,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-04,0,0,0.0107477308373027,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-05,0,0,-0.0177510502483798,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-06,0,0,0.0056048852373542,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-07,0,0,-0.0266356165730233,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-10,0,0,-0.0083128902567809,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-11,0,0,0.0053063762836984,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-12,0,0,-0.013330437810785,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-13,0,0,0.0206559061352682,0.0,0.0,0.0,11258.863594630106,False,2025-02-25,,,
2025-03-14,1,1,0.0077113367901799,0.007211336790179899,0.0005,0.0,11340.055051885678,True,2025-03-14,,,
2025-03-17,1,1,-0.0108084878986289,-0.0108084878986289,0.0,0.0,11217.486204087587,False,2025-03-14,,,
2025-03-18,1,1,0.0108909566507349,0.0108909566507349,0.0,0.0,11339.655360066521,False,2025-03-14,,,
2025-03-19,1,1,-0.002891808087189,-0.002891808087189,0.0,0.0,11306.863252990344,False,2025-03-14,,,
2025-03-20,1,1,0.0003297821736047,0.0003297821736047,0.0,0.0,11310.592054930568,False,2025-03-14,,,
2025-03-21,1,1,0.0179085994617893,0.0179085994617893,0.0,0.0,11513.148917718017,False,2025-03-14,,,
2025-03-24,1,1,0.0024038215328545,0.0024038215328545,0.0,0.0,11540.824472997389,False,2025-03-14,,,
2025-03-25,0,0,-0.0119382283052257,-0.0005,0.0005,0.0,11535.054060760891,True,2025-03-14,2025-03-25,11.0,0.024530936342679777
2025-03-26,0,0,-0.0026557358811503,0.0,0.0,0.0,11535.054060760891,False,2025-03-14,,,
2025-03-27,0,0,-0.020138321487112,0.0,0.0,0.0,11535.054060760891,False,2025-03-14,,,
2025-03-28,1,1,0.0067126892371522,0.006212689237152199,0.0005,0.0,11606.717766974149,True,2025-03-28,,,
2025-03-31,1,1,0.0028246643463605,0.0028246643463605,0.0,0.0,11639.50284882879,False,2025-03-28,,,
2025-04-01,1,1,0.0063282975946048,0.0063282975946048,0.0,0.0,11713.16108670943,False,2025-03-28,,,
2025-04-02,0,0,-0.0492808010899953,-0.0005,0.0005,0.0,11707.304506166076,True,2025-03-28,2025-04-02,5.0,0.014932781805603756
2025-04-03,0,0,-0.0585429925452879,0.0,0.0,0.0,11707.304506166076,False,2025-03-28,,,
2025-04-04,1,1,-0.0017811884523963,-0.0022811884523963,0.0005,0.0,11680.597938317922,True,2025-04-04,,,
2025-04-07,0,0,-0.015662754316898,-0.0005,0.0005,0.0,11674.757639348763,True,2025-04-04,2025-04-07,3.0,-0.0027800478581700983
2025-04-08,1,1,0.1050193779894761,0.1045193779894761,0.0005,0.0,12894.996045991382,True,2025-04-08,,,
2025-04-09,0,0,-0.0438190625732607,-0.0005,0.0005,0.0,12888.548547968387,True,2025-04-08,2025-04-09,1.0,0.10396711830048155
2025-04-10,0,0,0.0178427757736292,0.0,0.0,0.0,12888.548547968387,False,2025-04-08,,,
2025-04-11,0,0,0.0097015069839558,0.0,0.0,0.0,12888.548547968387,False,2025-04-08,,,
2025-04-14,0,0,-0.002801021721982,0.0,0.0,0.0,12888.548547968387,False,2025-04-08,,,
2025-04-15,0,0,-0.022227965823144,0.0,0.0,0.0,12888.548547968387,False,2025-04-08,,,
2025-04-16,1,1,0.0014268350248789,0.0009268350248788999,0.0005,0.0,12900.494106182497,True,2025-04-16,,,
2025-04-17,1,1,-0.023802707123928,-0.023802707123928,0.0,0.0,12593.427423219076,False,2025-04-16,,,
2025-04-21,1,1,0.0260177597421915,0.0260177597421915,0.0,0.0,12921.080192247116,False,2025-04-16,,,
2025-04-22,1,1,0.0154953629188225,0.0154953629188225,0.0,0.0,13121.297019129195,False,2025-04-16,,,
2025-04-23,1,1,0.0210490309818542,0.0210490309818542,0.0,0.0,13397.487606606957,False,2025-04-16,,,
2025-04-24,0,0,0.0072253113119784,-0.0005,0.0005,0.0,13390.788862803654,True,2025-04-16,2025-04-24,8.0,0.03896794995697439
2025-04-25,0,0,0.0003812727631191,0.0,0.0,0.0,13390.788862803654,False,2025-04-16,,,
2025-04-28,0,0,0.0062993895443885,0.0,0.0,0.0,13390.788862803654,False,2025-04-16,,,
2025-04-29,0,0,0.0003968300935219,0.0,0.0,0.0,13390.788862803654,False,2025-04-16,,,
2025-04-30,1,1,0.0070869804748643,0.0065869804748643,0.0005,0.0,13478.993727585974,True,2025-04-30,,,
2025-05-01,0,0,0.0148442473388079,-0.0005,0.0005,0.0,13472.254230722181,True,2025-04-30,2025-05-01,1.0,0.006083686984627024
2025-05-02,0,0,-0.0057343241711991,0.0,0.0,0.0,13472.254230722181,False,2025-04-30,,,
2025-05-05,0,0,-0.0083585453495019,0.0,0.0,0.0,13472.254230722181,False,2025-04-30,,,
2025-05-06,0,0,0.0042056387902336,0.0,0.0,0.0,13472.254230722181,False,2025-04-30,,,
2025-05-07,0,0,0.006967652273661,0.0,0.0,0.0,13472.254230722181,False,2025-04-30,,,
2025-05-08,1,1,-0.0012740024202869,-0.0017740024202869001,0.0005,0.0,13448.35441911016,True,2025-05-08,,,
2025-05-09,1,1,0.0330474294146709,0.0330474294146709,0.0,0.0,13892.78796251918,False,2025-05-08,,,
2025-05-12,1,1,0.0066038608215337,0.0066038608215337,0.0,0.0,13984.534000646736,False,2025-05-08,,,
2025-05-13,1,1,0.0012780826440004,0.0012780826440004,0.0,0.0,14002.407390837396,False,2025-05-08,,,
2025-05-14,0,0,0.0048842851346415,-0.0005,0.0005,0.0,13995.406187141978,True,2025-05-08,2025-05-14,6.0,0.03883180553606236
2025-05-15,0,0,0.0063340439294972,0.0,0.0,0.0,13995.406187141978,False,2025-05-08,,,
2025-05-16,0,0,0.0010939238063631,0.0,0.0,0.0,13995.406187141978,False,2025-05-08,,,
2025-05-19,0,0,-0.0033622573759429,0.0,0.0,0.0,13995.406187141978,False,2025-05-08,,,
2025-05-20,0,0,-0.0168508797471333,0.0,0.0,0.0,13995.406187141978,False,2025-05-08,,,
2025-05-21,1,1,0.0003948143188683,-0.00010518568113170002,0.0005,0.0,13993.934070809468,True,2025-05-21,,,
2025-05-22,1,1,-0.0068257451089891,-0.0068257451089891,0.0,0.0,13898.415043770123,False,2025-05-21,,,
2025-05-23,1,1,0.0207904687426354,0.0207904687426354,0.0,0.0,14187.3696073098,False,2025-05-21,,,
2025-05-27,0,0,-0.0057852429451289,-0.0005,0.0005,0.0,14180.275922506145,True,2025-05-21,2025-05-27,6.0,0.013209315463384996
2025-05-28,1,1,0.0039473365509063,0.0034473365509063,0.0005,0.0,14229.160105995736,True,2025-05-28,,,
2025-05-29,1,1,-0.00111840103268,-0.00111840103268,0.0,0.0,14213.24619863902,False,2025-05-28,,,
2025-05-30,1,1,0.0056329207040395,0.0056329207040395,0.0,0.0,14293.308287422946,False,2025-05-28,,,
2025-06-02,1,1,0.0057024522486979,0.0057024522486979,0.0,0.0,14374.815195407893,False,2025-05-28,,,
2025-06-03,1,1,-0.0002684085986693,-0.0002684085986693,0.0,0.0,14370.956871405164,False,2025-05-28,,,
2025-06-04,1,1,-0.0048328596233543,-0.0048328596233543,0.0,0.0,14301.504054192383,False,2025-05-28,,,
2025-06-05,1,1,0.0102690309737645,0.0102690309737645,0.0,0.0,14448.366642296303,False,2025-05-28,,,
2025-06-06,1,1,0.0009013320810069,0.0009013320810069,0.0,0.0,14461.389418669156,False,2025-05-28,,,
2025-06-09,1,1,0.0056697178052858,0.0056697178052858,0.0,0.0,14543.381415745356,False,2025-05-28,,,
2025-06-10,1,1,-0.0028520773519503,-0.0028520773519503,0.0,0.0,14501.902566988734,False,2025-05-28,,,
2025-06-11,0,0,0.0039742753822695,-0.0005,0.0005,0.0,14494.651615705241,True,2025-05-28,2025-06-11,14.0,0.02216992778681659
2025-06-12,1,1,-0.0111799572693864,-0.0116799572693864,0.0005,0.0,14325.35470419916,True,2025-06-12,,,
2025-06-13,0,0,0.0095140315065724,-0.0005,0.0005,0.0,14318.192026847062,True,2025-06-12,2025-06-13,1.0,-0.012174117290751685
2025-06-16,0,0,-0.0085449668804867,0.0,0.0,0.0,14318.192026847062,False,2025-06-12,,,
2025-06-17,1,1,-0.0001508166576998,-0.0006508166576998,0.0005,0.0,14308.873508967845,True,2025-06-17,,,
2025-06-18,1,1,-0.0023484742531844,-0.0023484742531844,0.0,0.0,14275.26948793996,False,2025-06-17,,,
2025-06-20,1,1,0.0098774857395875,0.0098774857395875,0.0,0.0,14416.273258735857,False,2025-06-17,,,
2025-06-23,1,1,0.0110471860395073,0.0110471860395073,0.0,0.0,14575.532511421487,False,2025-06-17,,,
2025-06-24,1,1,0.0005603844216792,0.0005603844216792,0.0,0.0,14583.700412778568,False,2025-06-17,,,
2025-06-25,0,0,0.00782380972807,-0.0005,0.0005,0.0,14576.40856257218,True,2025-06-17,2025-06-25,8.0,0.018034157890951086
2025-06-26,1,1,0.0049683222933454,0.0044683222933454,0.0005,0.0,14641.540653909233,True,2025-06-26,,,
2025-06-27,1,1,0.0047810789702977,0.0047810789702977,0.0,0.0,14711.543016022399,False,2025-06-26,,,
2025-06-30,1,1,-0.0003235144354958,-0.0003235144354958,0.0,0.0,14706.783619488298,False,2025-06-26,,,
2025-07-01,0,0,0.0045333654920893,-0.0005,0.0005,0.0,14699.430227678555,True,2025-06-26,2025-07-01,5.0,0.008439778878197579
2025-07-02,1,1,0.0078813994596407,0.007381399459640699,0.0005,0.0,14807.932594018168,True,2025-07-02,,,
2025-07-03,1,1,-0.007452168554898,-0.007452168554898,0.0,0.0,14697.581384377976,False,2025-07-02,,,
2025-07-07,1,1,-0.0005476359239223,-0.0005476359239223,0.0,0.0,14689.53246081712,False,2025-07-02,,,
2025-07-08,1,1,0.0059966560783442,0.0059966560783442,0.0,0.0,14777.620534936314,False,2025-07-02,,,
2025-07-09,1,1,0.002820258275139,0.002820258275139,0.0,0.0,14819.297241536833,False,2025-07-02,,,
2025-07-10,1,1,-0.0035153098751226,-0.0035153098751226,0.0,0.0,14767.202819601282,False,2025-07-02,,,
2025-07-11,1,1,0.0019080849682644,0.0019080849682644,0.0,0.0,14795.379897324676,False,2025-07-02,,,
2025-07-14,1,1,-0.0042733109576953,-0.0042733109576953,0.0,0.0,14732.154638286172,False,2025-07-02,,,
2025-07-15,1,1,0.0033432737161649,0.0033432737161649,0.0,0.0,14781.408263670832,False,2025-07-02,,,
2025-07-16,1,1,0.0061196378775145,0.0061196378775145,0.0,0.0,14871.8651295642,False,2025-07-02,,,
2025-07-17,1,1,-0.0007323346017438,-0.0007323346017438,0.0,0.0,14860.973948137353,False,2025-07-02,,,
2025-07-18,1,1,0.0018961434921311,0.0018961434921311,0.0,0.0,14889.152487175845,False,2025-07-02,,,
2025-07-21,1,1,0.0001431954391026,0.0001431954391026,0.0,0.0,14891.284545904113,False,2025-07-02,,,
2025-07-22,1,1,0.0085073782196083,0.0085073782196083,0.0,0.0,15017.970335711927,False,2025-07-02,,,
2025-07-23,1,1,0.000331126987735,0.000331126987735,0.0,0.0,15022.943190991085,False,2025-07-02,,,
2025-07-24,1,1,0.0042243381524911,0.0042243381524911,0.0,0.0,15086.405183075496,False,2025-07-02,,,
2025-07-25,1,1,-0.0002510690047468,-0.0002510690047468,0.0,0.0,15082.617454340974,False,2025-07-02,,,
2025-07-28,1,1,-0.0026375648019045,-0.0026375648019045,0.0,0.0,15042.836073422815,False,2025-07-02,,,
2025-07-29,1,1,-0.001259466642834,-0.001259466642834,0.0,0.0,15023.890123174719,False,2025-07-02,,,
2025-07-30,1,1,-0.003751164153554,-0.003751164153554,0.0,0.0,14967.53304509773,False,2025-07-02,,,
2025-07-31,1,1,-0.0163905152536356,-0.0163905152536356,0.0,0.0,14722.207466412763,False,2025-07-02,,,
2025-08-01,1,1,0.0151999641872668,0.0151999641872668,0.0,0.0,14945.98449265975,False,2025-07-02,,,
2025-08-04,1,1,-0.0050700236210009,-0.0050700236210009,0.0,0.0,14870.207998242851,False,2025-07-02,,,
2025-08-05,1,1,0.007659758716372,0.007659758716372,0.0,0.0,14984.110203571658,False,2025-07-02,,,
2025-08-06,1,1,-0.0008376363499652,-0.0008376363499652,0.0,0.0,14971.558968193262,False,2025-07-02,,,
2025-08-07,1,1,0.0077974564637866,0.0077974564637866,0.0,0.0,15088.299047442762,False,2025-07-02,,,
2025-08-08,0,0,-0.0019774044951013,-0.0005,0.0005,0.0,15080.754897919041,True,2025-07-02,2025-08-08,37.0,0.02594145924938407
2025-08-11,1,1,0.0106459807696153,0.0101459807696153,0.0005,0.0,15233.763947104611,True,2025-08-11,,,
2025-08-12,1,1,0.003423228406564,0.003423228406564,0.0,0.0,15285.912600587231,False,2025-08-11,,,
2025-08-13,1,1,9.29178689290655e-05,9.29178689290655e-05,0.0,0.0,15287.332935010714,False,2025-08-11,,,
2025-08-14,1,1,-0.0023412936104089,-0.0023412936104089,0.0,0.0,15251.54080008978,False,2025-08-11,,,
2025-08-15,1,1,-0.000217520760141,-0.000217520760141,0.0,0.0,15248.223273341622,False,2025-08-11,,,
2025-08-18,1,1,-0.005425292366708,-0.005425292366708,0.0,0.0,15165.497204010902,False,2025-08-11,,,
2025-08-19,1,1,-0.0026569846084518,-0.0026569846084518,0.0,0.0,15125.202711360327,False,2025-08-11,,,
2025-08-20,0,0,-0.0040117130958806,-0.0005,0.0005,0.0,15117.640110004648,True,2025-08-11,2025-08-20,9.0,0.002445846533232654
2025-08-21,1,1,0.0153567344506935,0.0148567344506935,0.0005,0.0,15342.238874640141,True,2025-08-21,,,
2025-08-22,1,1,-0.0044010200352035,-0.0044010200352035,0.0,0.0,15274.717373967973,False,2025-08-21,,,
2025-08-25,1,1,0.0041869687585276,0.0041869687585276,0.0,0.0,15338.672138408116,False,2025-08-21,,,
2025-08-26,1,1,0.0022785484055947,0.0022785484055947,0.0,0.0,15373.622045353026,False,2025-08-21,,,
2025-08-27,1,1,0.0035413241328445,0.0035413241328445,0.0,0.0,15428.065024111465,False,2025-08-21,,,
2025-08-28,1,1,-0.0059636393929621,-0.0059636393929621,0.0,0.0,15336.057607776494,False,2025-08-21,,,
2025-08-29,1,1,-0.0074102519726757,-0.0074102519726757,0.0,0.0,15222.4135566354,False,2025-08-21,,,
2025-09-02,0,0,0.0054195456406531,-0.0005,0.0005,0.0,15214.802349857084,True,2025-08-21,2025-09-02,12.0,0.0064270771856869136
2025-09-03,0,0,0.0083574167472162,0.0,0.0,0.0,15214.802349857084,False,2025-08-21,,,
2025-09-04,1,1,-0.0028962888998979,-0.0033962888998979,0.0005,0.0,15163.128485522124,True,2025-09-04,,,
2025-09-05,1,1,0.0024566730815143,0.0024566730815143,0.0,0.0,15200.37933510405,False,2025-09-04,,,
2025-09-08,0,0,0.0023117892883861,-0.0005,0.0005,0.0,15192.779145436498,True,2025-09-04,2025-09-08,4.0,-0.0014474854102060064
2025-09-09,0,0,0.002890805295761,0.0,0.0,0.0,15192.779145436498,False,2025-09-04,,,
2025-09-10,1,1,0.0083102904575622,0.007810290457562199,0.0005,0.0,15311.43916341995,True,2025-09-10,,,
2025-09-11,1,1,-0.0003347242484962,-0.0003347242484962,0.0,0.0,15306.314053452577,False,2025-09-10,,,
2025-09-12,1,1,0.0053240571686796,0.0053240571686796,0.0,0.0,15387.805744514924,False,2025-09-10,,,
2025-09-15,1,1,-0.0013768848246955,-0.0013768848246955,0.0,0.0,15366.61850829994,False,2025-09-10,,,
2025-09-16,1,1,-0.0012424570616919,-0.0012424570616919,0.0,0.0,15347.526144619977,False,2025-09-10,,,
2025-09-17,1,1,0.0046724059178502,0.0046724059178502,0.0,0.0,15419.236016602461,False,2025-09-10,,,
2025-09-18,1,1,0.0049529620955317,0.0049529620955317,0.0,0.0,15495.60690813475,False,2025-09-10,,,
2025-09-19,1,1,0.0047309566292503,0.0047309566292503,0.0,0.0,15568.915952361049,False,2025-09-10,,,
2025-09-22,1,1,-0.0054433788650938,-0.0054433788650938,0.0,0.0,15484.168444313544,False,2025-09-10,,,
2025-09-23,1,1,-0.0031817570232213,-0.0031817570232213,0.0,0.0,15434.901582617107,False,2025-09-10,,,
2025-09-24,1,1,-0.0046133749054336,-0.0046133749054336,0.0,0.0,15363.694594988025,False,2025-09-10,,,
2025-09-25,1,1,0.0057290340826092,0.0057290340826092,0.0,0.0,15451.713724957512,False,2025-09-10,,,
2025-09-26,0,0,0.0028104467833012,-0.0005,0.0005,0.0,15443.987868095033,True,2025-09-10,2025-09-26,16.0,0.016534744581868877
2025-09-29,1,1,0.0037668347553583,0.0032668347553583,0.0005,0.0,15494.440824423858,True,2025-09-29,,,
2025-09-30,1,1,0.0034075722246513,0.0034075722246513,0.0,0.0,15547.23925061367,False,2025-09-29,,,
2025-10-01,1,1,0.0011517326256851,0.0011517326256851,0.0,0.0,15565.145513297934,False,2025-09-29,,,
2025-10-02,0,0,-1.4805406382656372e-05,-0.0005,0.0005,0.0,15557.362940541285,True,2025-09-29,2025-10-02,3.0,0.007341049048637638
2025-10-03,1,1,0.0035862719664676,0.0030862719664676,0.0005,0.0,15605.377193656837,True,2025-10-03,,,
2025-10-06,1,1,-0.0037075138893177,-0.0037075138893177,0.0,0.0,15547.520040963313,False,2025-10-03,,,
2025-10-07,1,1,0.0059630552695713,0.0059630552695713,0.0,0.0,15640.230762272344,False,2025-10-03,,,
2025-10-08,0,0,-0.0028969747249332,-0.0005,0.0005,0.0,15632.410646891209,True,2025-10-03,2025-10-08,5.0,0.004823934919867101
2025-10-09,1,1,-0.0270278621788456,-0.0275278621788456,0.0005,0.0,15202.08380108047,True,2025-10-09,,,
2025-10-10,1,1,0.0153441181351683,0.0153441181351683,0.0,0.0,15435.346370824976,False,2025-10-09,,,
2025-10-13,1,1,-0.0012216462876413,-0.0012216462876413,0.0,0.0,15416.4898372326,False,2025-10-09,,,
2025-10-14,1,1,0.0044395299096053,0.0044395299096053,0.0,0.0,15484.931804966121,False,2025-10-09,,,
2025-10-15,1,1,-0.0068101345623303,-0.0068101345623303,0.0,0.0,15379.477335685795,False,2025-10-09,,,
2025-10-16,1,1,0.0056762051642531,0.0056762051642531,0.0,0.0,15466.77440436213,False,2025-10-09,,,
2025-10-17,1,1,0.0104005002629232,0.0104005002629232,0.0,0.0,15627.636595621272,False,2025-10-09,,,
2025-10-20,1,1,-1.494287878323064e-05,-1.494287878323064e-05,0.0,0.0,15627.403073741956,False,2025-10-09,,,
2025-10-21,0,0,-0.005198916065879,-0.0005,0.0005,0.0,15619.589372205086,True,2025-10-09,2025-10-21,12.0,-0.0008201725873080434
2025-10-22,1,1,0.0059299627059643,0.005429962705964299,0.0005,0.0,15704.403159978638,True,2025-10-22,,,
2025-10-23,0,0,0.0081725546944804,-0.0005,0.0005,0.0,15696.55095839865,True,2025-10-22,2025-10-23,1.0,0.004927247724611616
2025-10-24,0,0,0.0117976644927846,0.0,0.0,0.0,15696.55095839865,False,2025-10-22,,,
2025-10-27,0,0,0.0026560160190798,0.0,0.0,0.0,15696.55095839865,False,2025-10-22,,,
2025-10-28,0,0,0.000480370638686,0.0,0.0,0.0,15696.55095839865,False,2025-10-22,,,
2025-10-29,0,0,-0.0109981871425081,0.0,0.0,0.0,15696.55095839865,False,2025-10-22,,,
2025-10-30,0,0,0.0032802220875831,0.0,0.0,0.0,15696.55095839865,False,2025-10-22,,,
2025-10-31,1,1,0.0018767398754619,0.0013767398754619,0.0005,0.0,15718.161026010295,True,2025-10-31,,,
2025-11-03,0,0,-0.011853547360019,-0.0005,0.0005,0.0,15710.301945497291,True,2025-10-31,2025-11-03,3.0,0.0008760515055241669
2025-11-04,1,1,0.0034654763403132,0.0029654763403132,0.0005,0.0,15756.890474215841,True,2025-11-04,,,
2025-11-05,1,1,-0.0107294537191834,-0.0107294537191834,0.0,0.0,15587.8276471145,False,2025-11-04,,,
2025-11-06,1,1,0.000984565078659,0.000984565078659,0.0,0.0,15603.174877868005,False,2025-11-04,,,
2025-11-07,1,1,0.0156043703463399,0.0156043703463399,0.0,0.0,15846.652597240965,False,2025-11-04,,,
2025-11-10,0,0,0.0022891770278539,-0.0005,0.0005,0.0,15838.729270942345,True,2025-11-04,2025-11-10,6.0,0.008174720377151168
2025-11-11,0,0,0.0005563903663643,0.0,0.0,0.0,15838.729270942345,False,2025-11-04,,,
2025-11-12,0,0,-0.0165939964147862,0.0,0.0,0.0,15838.729270942345,False,2025-11-04,,,
2025-11-13,0,0,-0.0001635496688257,0.0,0.0,0.0,15838.729270942345,False,2025-11-04,,,
2025-11-14,0,0,-0.0093166205734077,0.0,0.0,0.0,15838.729270942345,False,2025-11-04,,,
2025-11-17,0,0,-0.0083974616706855,0.0,0.0,0.0,15838.729270942345,False,2025-11-04,,,
2025-11-18,0,0,0.0038631766432766,0.0,0.0,0.0,15838.729270942345,False,2025-11-04,,,
2025-11-19,0,0,-0.015242227316648,0.0,0.0,0.0,15838.729270942345,False,2025-11-04,,,
2025-11-20,0,0,0.009961138168965,0.0,0.0,0.0,15838.729270942345,False,2025-11-04,,,
2025-11-21,0,0,0.0147186068762346,0.0,0.0,0.0,15838.729270942345,False,2025-11-04,,,
2025-11-24,1,1,0.0094058360392934,0.008905836039293399,0.0005,0.0,15979.786396900114,True,2025-11-24,,,
