trade_id,side,signal_date,execution_date,execution_index,execution_price,shares,gross_value,transaction_cost,slippage_rate,position_after,completed_trade_return,entry_date,entry_price,holding_days
90,SELL,2026-05-07,2026-05-08,589,732.6749983948182,20.205756197859483,14804.252389832784,7.402126194916392,0.0005,0,0.016931201209583024,2026-05-01,719.7563499676678,7.0
91,BUY,2026-05-11,2026-05-12,591,735.3639770701308,20.11174873536059,14789.455535869936,7.3947277679349686,0.0005,1,,,,
91,SELL,2026-05-12,2026-05-13,592,736.2040813092822,20.11174873536059,14806.35150123926,7.4031757506196305,0.0005,0,0.00014179111185064208,2026-05-12,735.3639770701308,1.0
92,BUY,2026-05-14,2026-05-15,594,740.2538346712803,19.98173039628011,14791.552549214033,7.395776274607017,0.0005,1,,,,
92,SELL,2026-05-18,2026-05-19,596,732.5255091610042,19.98173039628011,14637.127232453,7.3185636162265,0.0005,0,-0.011429167325393896,2026-05-15,740.2538346712803,4.0
93,BUY,2026-05-19,2026-05-20,597,734.1864432065172,19.916599598684755,14622.497420126709,7.311248710063355,0.0005,1,,,,
93,SELL,2026-05-20,2026-05-21,598,736.3736192903425,19.916599598684755,14666.058530440076,7.333029265220038,0.0005,0,0.001976569413356666,2026-05-20,734.1864432065172,1.0
94,BUY,2026-05-26,2026-05-27,601,749.3249951797103,19.552797378339662,14651.39980127422,7.32569990063711,0.0005,1,,,,
94,SELL,2026-06-01,2026-06-02,605,754.7072313813256,19.552797378339662,14756.63757516677,7.378318787583384,0.0005,0,0.006176100043422839,2026-05-27,749.3249951797103,6.0
95,BUY,2026-06-02,2026-06-03,606,756.5799676928772,19.484904361368624,14741.888312223075,7.370944156111538,0.0005,1,,,,
95,SELL,2026-06-03,2026-06-04,607,749.792279875292,19.484904361368624,14609.6308642626,7.304815432131301,0.0005,0,-0.009962073687542428,2026-06-03,756.5799676928772,1.0
96,BUY,2026-06-08,2026-06-09,610,742.0900355850117,19.66746329245277,14595.028534563187,7.297514267281594,0.0005,1,,,,
96,SELL,2026-06-09,2026-06-10,611,731.1397330185545,19.66746329245277,14379.663860796138,7.189831930398069,0.0005,0,-0.015740781242392532,2026-06-09,742.0900355850117,1.0
97,BUY,2026-06-11,2026-06-12,613,739.1760917921378,19.434193749889012,14365.29138317415,7.182645691587075,0.0005,1,,,,
97,SELL,2026-06-12,2026-06-15,614,749.5430379704052,19.434193749889012,14566.764623797271,7.283382311898635,0.0005,0,0.013011483774056476,2026-06-12,739.1760917921378,3.0
98,BUY,2026-06-15,2026-06-16,615,752.9874102053819,19.325960755368687,14552.205138915915,7.276102569457958,0.0005,1,,,,
98,SELL,2026-06-16,2026-06-17,616,748.9847624616033,19.325960755368687,14474.850125702083,7.237425062851042,0.0005,0,-0.006309877345380466,2026-06-16,752.9874102053819,1.0
99,BUY,2026-06-17,2026-06-18,617,748.1338897705077,19.328602416100022,14460.382509384543,7.230191254692271,0.0005,1,,,,
99,SELL,2026-06-18,2026-06-22,618,747.3261622009278,19.328602416100022,14444.77026433161,7.222385132165805,0.0005,0,-0.0020780775696643827,2026-06-18,748.1338897705077,4.0
100,BUY,2026-06-23,2026-06-24,620,735.5375679016113,19.618756869225322,14430.332712843023,7.215166356421512,0.0005,1,,,,
100,SELL,2026-06-29,2026-06-30,624,740.9193330383301,19.618756869225322,14535.916254587584,7.2679581272937925,0.0005,0,0.006309964685353275,2026-06-24,735.5375679016113,6.0
101,BUY,2026-07-22,2026-07-23,640,739.7396801147461,19.6304024145446,14521.387602658962,7.260693801329482,0.0005,1,,,,
101,SELL,2026-07-24,2026-07-27,642,744.537518157959,19.6304024145446,14615.571094167042,7.307785547083522,0.0005,0,0.005479863682780861,2026-07-23,739.7396801147461,4.0
102,BUY,2026-07-30,2026-07-31,646,745.0523326721191,19.597231210377156,14600.962827206356,7.300481413603179,0.0005,1,,,,
102,SELL,2026-07-31,2026-08-03,647,749.0652824401856,19.597231210377156,14679.605531646785,7.339802765823393,0.0005,0,0.004381247716368497,2026-07-31,745.0523326721191,3.0
